chr,start,end,gene
chr10,43613765,43613893,RET
chr10,43613865,43613979,RET
chr10,43614944,43615036,RET
chr10,43615015,43615126,RET
chr10,43615113,43615202,RET
chr10,43615479,43615567,RET
chr10,43615546,43615687,RET
chr10,43617316,43617439,RET
chr10,43617396,43617490,RET
chr10,43619117,43619252,RET
chr10,43619211,43619293,RET
chr10,43620318,43620444,RET
chr10,89624207,89624300,PTEN
chr10,89624254,89624324,PTEN
chr10,89653766,89653841,PTEN
chr10,89653819,89653930,PTEN
chr10,89685258,89685374,PTEN
chr10,89690782,89690877,PTEN
chr10,89692718,89692817,PTEN
chr10,89692813,89692920,PTEN
chr10,89692909,89693032,PTEN
chr10,89711804,89711932,PTEN
chr10,89711914,89712021,PTEN
chr10,89717567,89717679,PTEN
chr10,89717666,89717780,PTEN
chr10,89720579,89720702,PTEN
chr10,89720701,89720823,PTEN
chr10,89720784,89720900,PTEN
chr10,89725023,89725148,PTEN
chr10,89725040,89725161,PTEN
chr10,123239427,123239553,FGFR2
chr10,123244914,123245008,FGFR2
chr10,123246868,123246991,FGFR2
chr10,123247504,123247600,FGFR2
chr10,123256041,123256144,FGFR2
chr10,123258008,123258122,FGFR2
chr10,123263269,123263384,FGFR2
chr10,123274721,123274835,FGFR2
chr10,123274732,123274858,FGFR2
chr10,123276869,123276987,FGFR2
chr10,123279479,123279601,FGFR2
chr10,123279615,123279714,FGFR2
chr10,123298151,123298272,FGFR2
chr11,533349,533497,HRAS
chr11,533433,533581,HRAS
chr11,533533,533668,HRAS
chr11,533795,533924,HRAS
chr11,534221,534307,HRAS
chr11,69455971,69456111,CCND1
chr11,69456122,69456253,CCND1
chr11,69456225,69456330,CCND1
chr11,69457728,69457842,CCND1
chr11,69457872,69458009,CCND1
chr11,69457980,69458115,CCND1
chr11,69458611,69458746,CCND1
chr11,69458725,69458843,CCND1
chr11,69462783,69462910,CCND1
chr11,69465808,69465930,CCND1
chr11,69465916,69466035,CCND1
chr11,69513953,69514087,FGF19
chr11,69514076,69514205,FGF19
chr11,69514194,69514300,FGF19
chr11,69514289,69514409,FGF19
chr11,69517952,69518089,FGF19
chr11,69518078,69518195,FGF19
chr11,69518318,69518435,FGF19
chr11,69518422,69518561,FGF19
chr11,69518547,69518639,FGF19
chr11,69518628,69518740,FGF19
chr11,69624975,69625107,FGF3
chr11,69625089,69625218,FGF3
chr11,69625143,69625255,FGF3
chr11,69625243,69625334,FGF3
chr11,69625323,69625420,FGF3
chr11,69625409,69625516,FGF3
chr11,69631000,69631112,FGF3
chr11,69631102,69631191,FGF3
chr11,69633481,69633581,FGF3
chr11,69633566,69633696,FGF3
chr11,69633685,69633775,FGF3
chr11,94153276,94153375,MRE11A
chr11,94163014,94163124,MRE11A
chr11,94163115,94163190,MRE11A
chr11,94168946,94169066,MRE11A
chr11,94169054,94169175,MRE11A
chr11,94170304,94170399,MRE11A
chr11,94170379,94170486,MRE11A
chr11,94178921,94178995,MRE11A
chr11,94178977,94179075,MRE11A
chr11,94180353,94180469,MRE11A
chr11,94180431,94180542,MRE11A
chr11,94180510,94180612,MRE11A
chr11,94189371,94189442,MRE11A
chr11,94189441,94189514,MRE11A
chr11,94192536,94192607,MRE11A
chr11,94192597,94192728,MRE11A
chr11,94192667,94192752,MRE11A
chr11,94194091,94194182,MRE11A
chr11,94194182,94194255,MRE11A
chr11,94197251,94197339,MRE11A
chr11,94197312,94197385,MRE11A
chr11,94197375,94197462,MRE11A
chr11,94200917,94201010,MRE11A
chr11,94200991,94201097,MRE11A
chr11,94203614,94203726,MRE11A
chr11,94203725,94203798,MRE11A
chr11,94203766,94203840,MRE11A
chr11,94204726,94204821,MRE11A
chr11,94204813,94204909,MRE11A
chr11,94204861,94204975,MRE11A
chr11,94209419,94209544,MRE11A
chr11,94209523,94209632,MRE11A
chr11,94211875,94211978,MRE11A
chr11,94211972,94212086,MRE11A
chr11,94212797,94212896,MRE11A
chr11,94212847,94212963,MRE11A
chr11,94219072,94219158,MRE11A
chr11,94219157,94219252,MRE11A
chr11,94219224,94219330,MRE11A
chr11,94223925,94224041,MRE11A
chr11,94224005,94224092,MRE11A
chr11,94224089,94224176,MRE11A
chr11,94225918,94226023,MRE11A
chr11,108098345,108098461,ATM
chr11,108098494,108098576,ATM
chr11,108098548,108098668,ATM
chr11,108099838,108099957,ATM
chr11,108099957,108100080,ATM
chr11,108106356,108106466,ATM
chr11,108106429,108106544,ATM
chr11,108106533,108106600,ATM
chr11,108114593,108114707,ATM
chr11,108114704,108114779,ATM
chr11,108114768,108114886,ATM
chr11,108115484,108115584,ATM
chr11,108115573,108115646,ATM
chr11,108115639,108115734,ATM
chr11,108115731,108115821,ATM
chr11,108117655,108117764,ATM
chr11,108117765,108117865,ATM
chr11,108119582,108119705,ATM
chr11,108119685,108119801,ATM
chr11,108119766,108119834,ATM
chr11,108121405,108121496,ATM
chr11,108121484,108121579,ATM
chr11,108121568,108121685,ATM
chr11,108121674,108121743,ATM
chr11,108121732,108121805,ATM
chr11,108122529,108122625,ATM
chr11,108122618,108122739,ATM
chr11,108122739,108122854,ATM
chr11,108123515,108123618,ATM
chr11,108123612,108123695,ATM
chr11,108124510,108124613,ATM
chr11,108124594,108124714,ATM
chr11,108124703,108124804,ATM
chr11,108126850,108126988,ATM
chr11,108126956,108127050,ATM
chr11,108127036,108127142,ATM
chr11,108128201,108128297,ATM
chr11,108128286,108128401,ATM
chr11,108129700,108129805,ATM
chr11,108129748,108129816,ATM
chr11,108137891,108138011,ATM
chr11,108137931,108138025,ATM
chr11,108139104,108139186,ATM
chr11,108139175,108139247,ATM
chr11,108139236,108139333,ATM
chr11,108139320,108139410,ATM
chr11,108141770,108141842,ATM
chr11,108141818,108141924,ATM
chr11,108142057,108142152,ATM
chr11,108143211,108143302,ATM
chr11,108143277,108143355,ATM
chr11,108143447,108143529,ATM
chr11,108143513,108143596,ATM
chr11,108150163,108150247,ATM
chr11,108150236,108150350,ATM
chr11,108151670,108151785,ATM
chr11,108151757,108151836,ATM
chr11,108151825,108151915,ATM
chr11,108153361,108153488,ATM
chr11,108153457,108153581,ATM
chr11,108153536,108153673,ATM
chr11,108154979,108155056,ATM
chr11,108155083,108155180,ATM
chr11,108155122,108155205,ATM
chr11,108158275,108158347,ATM
chr11,108158338,108158422,ATM
chr11,108158409,108158494,ATM
chr11,108159647,108159756,ATM
chr11,108159745,108159838,ATM
chr11,108160308,108160392,ATM
chr11,108160383,108160475,ATM
chr11,108160469,108160553,ATM
chr11,108163321,108163432,ATM
chr11,108163421,108163499,ATM
chr11,108163480,108163564,ATM
chr11,108164006,108164107,ATM
chr11,108164076,108164170,ATM
chr11,108164155,108164253,ATM
chr11,108165624,108165714,ATM
chr11,108165703,108165797,ATM
chr11,108167976,108168063,ATM
chr11,108168050,108168142,ATM
chr11,108170348,108170455,ATM
chr11,108170456,108170556,ATM
chr11,108170550,108170654,ATM
chr11,108172362,108172467,ATM
chr11,108172468,108172542,ATM
chr11,108173570,108173635,ATM
chr11,108173630,108173703,ATM
chr11,108173697,108173794,ATM
chr11,108175383,108175464,ATM
chr11,108175449,108175521,ATM
chr11,108175510,108175606,ATM
chr11,108178582,108178658,ATM
chr11,108178645,108178718,ATM
chr11,108180781,108180900,ATM
chr11,108180902,108180960,ATM
chr11,108180960,108181077,ATM
chr11,108183107,108183194,ATM
chr11,108183182,108183280,ATM
chr11,108186543,108186619,ATM
chr11,108186609,108186702,ATM
chr11,108186701,108186772,ATM
chr11,108186761,108186849,ATM
chr11,108188070,108188169,ATM
chr11,108188135,108188233,ATM
chr11,108188211,108188282,ATM
chr11,108190632,108190740,ATM
chr11,108190771,108190877,ATM
chr11,108191994,108192068,ATM
chr11,108192057,108192160,ATM
chr11,108196026,108196104,ATM
chr11,108196093,108196169,ATM
chr11,108196157,108196249,ATM
chr11,108196238,108196330,ATM
chr11,108196693,108196814,ATM
chr11,108196802,108196891,ATM
chr11,108196875,108196961,ATM
chr11,108198338,108198428,ATM
chr11,108198417,108198498,ATM
chr11,108199749,108199825,ATM
chr11,108199899,108199992,ATM
chr11,108200915,108200993,ATM
chr11,108200985,108201081,ATM
chr11,108201072,108201153,ATM
chr11,108202085,108202210,ATM
chr11,108202192,108202281,ATM
chr11,108202280,108202399,ATM
chr11,108202525,108202633,ATM
chr11,108202627,108202731,ATM
chr11,108202693,108202782,ATM
chr11,108203458,108203556,ATM
chr11,108203545,108203656,ATM
chr11,108204550,108204669,ATM
chr11,108204634,108204684,ATM
chr11,108205665,108205736,ATM
chr11,108205731,108205816,ATM
chr11,108206523,108206628,ATM
chr11,108206629,108206720,ATM
chr11,108213881,108213965,ATM
chr11,108213956,108214055,ATM
chr11,108214045,108214138,ATM
chr11,108216391,108216537,ATM
chr11,108216520,108216601,ATM
chr11,108216590,108216664,ATM
chr11,108217945,108218058,ATM
chr11,108218015,108218144,ATM
chr11,108224425,108224519,ATM
chr11,108224508,108224617,ATM
chr11,108225512,108225578,ATM
chr11,108225574,108225665,ATM
chr11,108235764,108235847,ATM
chr11,108235835,108235932,ATM
chr11,108235921,108236003,ATM
chr11,108236042,108236140,ATM
chr11,108236053,108236146,ATM
chr11,108236186,108236285,ATM
chr11,119148830,119148946,CBL
chr11,119148926,119149044,CBL
chr11,119149205,119149295,CBL
chr11,119149328,119149458,CBL
chr11,125496643,125496746,CHEK1
chr11,125497439,125497552,CHEK1
chr11,125497552,125497639,CHEK1
chr11,125497588,125497708,CHEK1
chr11,125497707,125497808,CHEK1
chr11,125499090,125499202,CHEK1
chr11,125499278,125499348,CHEK1
chr11,125499323,125499435,CHEK1
chr11,125502973,125503089,CHEK1
chr11,125503082,125503149,CHEK1
chr11,125503132,125503246,CHEK1
chr11,125503198,125503262,CHEK1
chr11,125505223,125505344,CHEK1
chr11,125505326,125505440,CHEK1
chr11,125507338,125507429,CHEK1
chr11,125507406,125507493,CHEK1
chr11,125513681,125513799,CHEK1
chr11,125513935,125514062,CHEK1
chr11,125514051,125514153,CHEK1
chr11,125514150,125514296,CHEK1
chr11,125514397,125514462,CHEK1
chr11,125514412,125514540,CHEK1
chr11,125523633,125523727,CHEK1
chr11,125523727,125523821,CHEK1
chr11,125525038,125525138,CHEK1
chr11,125525137,125525228,CHEK1
chr12,4383095,4383228,CCND2
chr12,4383226,4383344,CCND2
chr12,4383333,4383468,CCND2
chr12,4385129,4385214,CCND2
chr12,4385322,4385438,CCND2
chr12,4387907,4388033,CCND2
chr12,4388004,4388085,CCND2
chr12,4398021,4398133,CCND2
chr12,4398122,4398208,CCND2
chr12,4409018,4409149,CCND2
chr12,12870762,12870859,CDKN1B
chr12,12870799,12870886,CDKN1B
chr12,12870886,12870994,CDKN1B
chr12,12870980,12871058,CDKN1B
chr12,12871026,12871139,CDKN1B
chr12,12871133,12871219,CDKN1B
chr12,12871168,12871254,CDKN1B
chr12,12871752,12871886,CDKN1B
chr12,25362714,25362814,KRAS
chr12,25362768,25362885,KRAS
chr12,25368368,25368488,KRAS
chr12,25368418,25368538,KRAS
chr12,25378540,25378612,KRAS
chr12,25378562,25378680,KRAS
chr12,25378671,25378753,KRAS
chr12,25380180,25380282,KRAS
chr12,25380260,25380364,KRAS
chr12,25398187,25398310,KRAS
chr12,25398271,25398388,KRAS
chr12,56360667,56360795,CDK2
chr12,56360794,56360917,CDK2
chr12,56361539,56361657,CDK2
chr12,56362535,56362625,CDK2
chr12,56362611,56362703,CDK2
chr12,56363185,56363302,CDK2
chr12,56363290,56363407,CDK2
chr12,56364823,56364921,CDK2
chr12,56364993,56365079,CDK2
chr12,56365293,56365402,CDK2
chr12,56477595,56477705,ERBB3
chr12,56478777,56478897,ERBB3
chr12,56481585,56481692,ERBB3
chr12,56481882,56482003,ERBB3
chr12,56482305,56482428,ERBB3
chr12,56482471,56482591,ERBB3
chr12,56492527,56492651,ERBB3
chr12,58142244,58142367,CDK4
chr12,58142320,58142425,CDK4
chr12,58142873,58142981,CDK4
chr12,58143232,58143354,CDK4
chr12,58144425,58144549,CDK4
chr12,58144739,58144867,CDK4
chr12,58144862,58144943,CDK4
chr12,58144997,58145126,CDK4
chr12,58145252,58145376,CDK4
chr12,58145343,58145450,CDK4
chr12,69202190,69202328,MDM2
chr12,69203037,69203133,MDM2
chr12,69207385,69207464,MDM2
chr12,69210654,69210735,MDM2
chr12,69218386,69218454,MDM2
chr12,69222620,69222730,MDM2
chr12,69229630,69229723,MDM2
chr12,69230478,69230570,MDM2
chr12,69233153,69233254,MDM2
chr12,69233352,69233452,MDM2
chr12,112888140,112888256,PTPN11
chr12,112926834,112926960,PTPN11
chr12,121426532,121426657,HNF1A
chr12,121431383,121431480,HNF1A
chr12,121431453,121431580,HNF1A
chr12,133201216,133201333,POLE
chr12,133201298,133201401,POLE
chr12,133201479,133201577,POLE
chr12,133201560,133201647,POLE
chr12,133202105,133202237,POLE
chr12,133202236,133202361,POLE
chr12,133202644,133202746,POLE
chr12,133202735,133202844,POLE
chr12,133202777,133202908,POLE
chr12,133208803,133208930,POLE
chr12,133208910,133209033,POLE
chr12,133209003,133209079,POLE
chr12,133209069,133209187,POLE
chr12,133209244,133209373,POLE
chr12,133209367,133209470,POLE
chr12,133210741,133210825,POLE
chr12,133210825,133210947,POLE
chr12,133210866,133210992,POLE
chr12,133212428,133212507,POLE
chr12,133212484,133212615,POLE
chr12,133214565,133214646,POLE
chr12,133214622,133214725,POLE
chr12,133214694,133214787,POLE
chr12,133215687,133215788,POLE
chr12,133215747,133215823,POLE
chr12,133215819,133215945,POLE
chr12,133218205,133218324,POLE
chr12,133218267,133218369,POLE
chr12,133218354,133218442,POLE
chr12,133218723,133218828,POLE
chr12,133218793,133218915,POLE
chr12,133218862,133218999,POLE
chr12,133218988,133219118,POLE
chr12,133219092,133219205,POLE
chr12,133219196,133219276,POLE
chr12,133219236,133219320,POLE
chr12,133219347,133219441,POLE
chr12,133219404,133219514,POLE
chr12,133219489,133219572,POLE
chr12,133219543,133219647,POLE
chr12,133219795,133219924,POLE
chr12,133219921,133220024,POLE
chr12,133220011,133220147,POLE
chr12,133220083,133220170,POLE
chr12,133220378,133220461,POLE
chr12,133220445,133220568,POLE
chr12,133225437,133225521,POLE
chr12,133225521,133225659,POLE
chr12,133225571,133225672,POLE
chr12,133225817,133225907,POLE
chr12,133225906,133225999,POLE
chr12,133225944,133226081,POLE
chr12,133226080,133226164,POLE
chr12,133226257,133226343,POLE
chr12,133226327,133226414,POLE
chr12,133226376,133226480,POLE
chr12,133233688,133233765,POLE
chr12,133233728,133233853,POLE
chr12,133233908,133234029,POLE
chr12,133234448,133234573,POLE
chr12,133235862,133235953,POLE
chr12,133235936,133236016,POLE
chr12,133235984,133236100,POLE
chr12,133237443,133237561,POLE
chr12,133237552,133237689,POLE
chr12,133237619,133237727,POLE
chr12,133237725,133237839,POLE
chr12,133238074,133238154,POLE
chr12,133238144,133238246,POLE
chr12,133238184,133238275,POLE
chr12,133240482,133240596,POLE
chr12,133240593,133240724,POLE
chr12,133240664,133240742,POLE
chr12,133240921,133241037,POLE
chr12,133241037,133241120,POLE
chr12,133241852,133241949,POLE
chr12,133241927,133242053,POLE
chr12,133244048,133244139,POLE
chr12,133244113,133244218,POLE
chr12,133244218,133244309,POLE
chr12,133244900,133244983,POLE
chr12,133244961,133245098,POLE
chr12,133245197,133245334,POLE
chr12,133245391,133245523,POLE
chr12,133245523,133245596,POLE
chr12,133248741,133248827,POLE
chr12,133248803,133248918,POLE
chr12,133249207,133249336,POLE
chr12,133249329,133249427,POLE
chr12,133249373,133249485,POLE
chr12,133249742,133249870,POLE
chr12,133250089,133250198,POLE
chr12,133250184,133250299,POLE
chr12,133251936,133252031,POLE
chr12,133252000,133252108,POLE
chr12,133252312,133252435,POLE
chr12,133252668,133252800,POLE
chr12,133253118,133253253,POLE
chr12,133253930,133254045,POLE
chr12,133254143,133254267,POLE
chr12,133254267,133254356,POLE
chr12,133256051,133256155,POLE
chr12,133256084,133256212,POLE
chr12,133256210,133256285,POLE
chr12,133256528,133256635,POLE
chr12,133256585,133256664,POLE
chr12,133256739,133256827,POLE
chr12,133257177,133257294,POLE
chr12,133257659,133257734,POLE
chr12,133257725,133257855,POLE
chr12,133257804,133257888,POLE
chr12,133263801,133263916,POLE
chr13,28578184,28578302,FLT3
chr13,28589724,28589848,FLT3
chr13,28592605,28592721,FLT3
chr13,28598978,28599063,FLT3
chr13,28608015,28608137,FLT3
chr13,28609618,28609723,FLT3
chr13,28611326,28611448,FLT3
chr13,28623521,28623653,FLT3
chr13,28624336,28624455,FLT3
chr13,28636001,28636095,FLT3
chr13,32890490,32890572,BRCA2
chr13,32890534,32890629,BRCA2
chr13,32890618,32890724,BRCA2
chr13,32893164,32893274,BRCA2
chr13,32893263,32893385,BRCA2
chr13,32893374,32893489,BRCA2
chr13,32899112,32899231,BRCA2
chr13,32899218,32899306,BRCA2
chr13,32899281,32899395,BRCA2
chr13,32900211,32900280,BRCA2
chr13,32900273,32900393,BRCA2
chr13,32900388,32900485,BRCA2
chr13,32900497,32900581,BRCA2
chr13,32900530,32900653,BRCA2
chr13,32900642,32900758,BRCA2
chr13,32900709,32900779,BRCA2
chr13,32903517,32903625,BRCA2
chr13,32903614,32903732,BRCA2
chr13,32903681,32903797,BRCA2
chr13,32905022,32905116,BRCA2
chr13,32905090,32905172,BRCA2
chr13,32905160,32905244,BRCA2
chr13,32906336,32906453,BRCA2
chr13,32906396,32906508,BRCA2
chr13,32906497,32906611,BRCA2
chr13,32906599,32906712,BRCA2
chr13,32906697,32906790,BRCA2
chr13,32906779,32906867,BRCA2
chr13,32906856,32906980,BRCA2
chr13,32906969,32907056,BRCA2
chr13,32907044,32907141,BRCA2
chr13,32907123,32907218,BRCA2
chr13,32907202,32907284,BRCA2
chr13,32907265,32907345,BRCA2
chr13,32907334,32907463,BRCA2
chr13,32907460,32907555,BRCA2
chr13,32910383,32910471,BRCA2
chr13,32910460,32910557,BRCA2
chr13,32910546,32910631,BRCA2
chr13,32910620,32910731,BRCA2
chr13,32910697,32910809,BRCA2
chr13,32910798,32910867,BRCA2
chr13,32910855,32910968,BRCA2
chr13,32910957,32911044,BRCA2
chr13,32911033,32911149,BRCA2
chr13,32911138,32911246,BRCA2
chr13,32911235,32911325,BRCA2
chr13,32911314,32911406,BRCA2
chr13,32911373,32911497,BRCA2
chr13,32911486,32911604,BRCA2
chr13,32911579,32911690,BRCA2
chr13,32911672,32911791,BRCA2
chr13,32911780,32911890,BRCA2
chr13,32911879,32912001,BRCA2
chr13,32911989,32912111,BRCA2
chr13,32912100,32912179,BRCA2
chr13,32912173,32912281,BRCA2
chr13,32912256,32912386,BRCA2
chr13,32912368,32912489,BRCA2
chr13,32912476,32912574,BRCA2
chr13,32912563,32912656,BRCA2
chr13,32912640,32912712,BRCA2
chr13,32912701,32912802,BRCA2
chr13,32912800,32912914,BRCA2
chr13,32912900,32913015,BRCA2
chr13,32913004,32913094,BRCA2
chr13,32913081,32913174,BRCA2
chr13,32913163,32913255,BRCA2
chr13,32913244,32913333,BRCA2
chr13,32913323,32913443,BRCA2
chr13,32913435,32913526,BRCA2
chr13,32913515,32913610,BRCA2
chr13,32913594,32913711,BRCA2
chr13,32913700,32913792,BRCA2
chr13,32913775,32913863,BRCA2
chr13,32913840,32913933,BRCA2
chr13,32913922,32914036,BRCA2
chr13,32914019,32914145,BRCA2
chr13,32914132,32914247,BRCA2
chr13,32914235,32914328,BRCA2
chr13,32914317,32914412,BRCA2
chr13,32914401,32914474,BRCA2
chr13,32914463,32914539,BRCA2
chr13,32914528,32914613,BRCA2
chr13,32914602,32914710,BRCA2
chr13,32914690,32914806,BRCA2
chr13,32914792,32914895,BRCA2
chr13,32914876,32915006,BRCA2
chr13,32914995,32915079,BRCA2
chr13,32915068,32915188,BRCA2
chr13,32915175,32915271,BRCA2
chr13,32915260,32915377,BRCA2
chr13,32918653,32918770,BRCA2
chr13,32918707,32918810,BRCA2
chr13,32918827,32918908,BRCA2
chr13,32920879,32920995,BRCA2
chr13,32920981,32921054,BRCA2
chr13,32928922,32929015,BRCA2
chr13,32929002,32929081,BRCA2
chr13,32929070,32929163,BRCA2
chr13,32929151,32929271,BRCA2
chr13,32929261,32929354,BRCA2
chr13,32929342,32929433,BRCA2
chr13,32929418,32929509,BRCA2
chr13,32930544,32930676,BRCA2
chr13,32930669,32930760,BRCA2
chr13,32930742,32930833,BRCA2
chr13,32931812,32931929,BRCA2
chr13,32931905,32932013,BRCA2
chr13,32932002,32932093,BRCA2
chr13,32936619,32936721,BRCA2
chr13,32936710,32936798,BRCA2
chr13,32936787,32936858,BRCA2
chr13,32937287,32937403,BRCA2
chr13,32937384,32937465,BRCA2
chr13,32937454,32937553,BRCA2
chr13,32937542,32937623,BRCA2
chr13,32937612,32937736,BRCA2
chr13,32944471,32944571,BRCA2
chr13,32944558,32944636,BRCA2
chr13,32944625,32944742,BRCA2
chr13,32945058,32945127,BRCA2
chr13,32945107,32945190,BRCA2
chr13,32945173,32945252,BRCA2
chr13,32950743,32950849,BRCA2
chr13,32950837,32950914,BRCA2
chr13,32950902,32950982,BRCA2
chr13,32953387,32953479,BRCA2
chr13,32953465,32953572,BRCA2
chr13,32953561,32953651,BRCA2
chr13,32953609,32953747,BRCA2
chr13,32953784,32953896,BRCA2
chr13,32953879,32954001,BRCA2
chr13,32953990,32954064,BRCA2
chr13,32954054,32954159,BRCA2
chr13,32954132,32954235,BRCA2
chr13,32954218,32954332,BRCA2
chr13,32968781,32968868,BRCA2
chr13,32968852,32968955,BRCA2
chr13,32968937,32969028,BRCA2
chr13,32969017,32969116,BRCA2
chr13,32971004,32971077,BRCA2
chr13,32971066,32971175,BRCA2
chr13,32971141,32971240,BRCA2
chr13,32972207,32972330,BRCA2
chr13,32972285,32972388,BRCA2
chr13,32972375,32972489,BRCA2
chr13,32972478,32972597,BRCA2
chr13,32972586,32972707,BRCA2
chr13,32972694,32972775,BRCA2
chr13,32972764,32972851,BRCA2
chr13,32972840,32972932,BRCA2
chr13,48877965,48878066,RB1
chr13,48878051,48878191,RB1
chr13,48881353,48881470,RB1
chr13,48881456,48881533,RB1
chr13,48881533,48881654,RB1
chr13,48916705,48916809,RB1
chr13,48916798,48916899,RB1
chr13,48919181,48919287,RB1
chr13,48919223,48919312,RB1
chr13,48921922,48921990,RB1
chr13,48921984,48922082,RB1
chr13,48923036,48923134,RB1
chr13,48923139,48923255,RB1
chr13,48934097,48934215,RB1
chr13,48934204,48934282,RB1
chr13,48936941,48937033,RB1
chr13,48937023,48937122,RB1
chr13,48938954,48939058,RB1
chr13,48939031,48939148,RB1
chr13,48941601,48941724,RB1
chr13,48941659,48941745,RB1
chr13,48942597,48942711,RB1
chr13,48942711,48942782,RB1
chr13,48947522,48947609,RB1
chr13,48947561,48947661,RB1
chr13,48950948,48951061,RB1
chr13,48951058,48951160,RB1
chr13,48951159,48951281,RB1
chr13,48953705,48953770,RB1
chr13,48953753,48953874,RB1
chr13,48954063,48954191,RB1
chr13,48954199,48954327,RB1
chr13,48954318,48954412,RB1
chr13,48955359,48955474,RB1
chr13,48955451,48955540,RB1
chr13,48955525,48955605,RB1
chr13,49027105,49027178,RB1
chr13,49027192,49027265,RB1
chr13,49030317,49030438,RB1
chr13,49030418,49030494,RB1
chr13,49033713,49033834,RB1
chr13,49033827,49033934,RB1
chr13,49033917,49033991,RB1
chr13,49037846,49037932,RB1
chr13,49037898,49037966,RB1
chr13,49039149,49039232,RB1
chr13,49039230,49039352,RB1
chr13,49039347,49039447,RB1
chr13,49039437,49039519,RB1
chr13,49047384,49047511,RB1
chr13,49047508,49047604,RB1
chr13,49050795,49050891,RB1
chr13,49050887,49050985,RB1
chr13,49051431,49051522,RB1
chr13,49051521,49051617,RB1
chr13,49054133,49054230,RB1
chr14,65544677,65544776,MAX
chr14,65560431,65560550,MAX
chr14,68290249,68290321,RAD51B
chr14,68290261,68290379,RAD51B
chr14,68292142,68292245,RAD51B
chr14,68292243,68292358,RAD51B
chr14,68301711,68301830,RAD51B
chr14,68301813,68301925,RAD51B
chr14,68331659,68331741,RAD51B
chr14,68331738,68331845,RAD51B
chr14,68331830,68331905,RAD51B
chr14,68352544,68352610,RAD51B
chr14,68352594,68352700,RAD51B
chr14,68352697,68352810,RAD51B
chr14,68353686,68353802,RAD51B
chr14,68353766,68353898,RAD51B
chr14,68353922,68354050,RAD51B
chr14,68758516,68758605,RAD51B
chr14,68758605,68758721,RAD51B
chr14,68878131,68878253,RAD51B
chr14,68934851,68934966,RAD51B
chr14,68934951,68935022,RAD51B
chr14,68944320,68944399,RAD51B
chr14,68963803,68963872,RAD51B
chr14,69061185,69061287,RAD51B
chr14,69061256,69061406,RAD51B
chr14,105236623,105236746,AKT1
chr14,105236978,105237095,AKT1
chr14,105238730,105238868,AKT1
chr14,105239248,105239364,AKT1
chr14,105239277,105239415,AKT1
chr14,105239411,105239562,AKT1
chr14,105239800,105239934,AKT1
chr14,105241323,105241450,AKT1
chr14,105241535,105241654,AKT1
chr14,105242950,105243087,AKT1
chr14,105243063,105243198,AKT1
chr14,105246434,105246558,AKT1
chr15,40675038,40675120,KNSTRN
chr15,40990870,40990971,RAD51
chr15,40990969,40991086,RAD51
chr15,40993160,40993270,RAD51
chr15,40993265,40993382,RAD51
chr15,40993321,40993406,RAD51
chr15,40993971,40994046,RAD51
chr15,40998339,40998426,RAD51
chr15,40998399,40998500,RAD51
chr15,41001172,41001247,RAD51
chr15,41001242,41001321,RAD51
chr15,41010965,41011042,RAD51
chr15,41011007,41011104,RAD51
chr15,41020902,41021020,RAD51
chr15,41020969,41021062,RAD51
chr15,41021647,41021735,RAD51
chr15,41021710,41021837,RAD51
chr15,41022044,41022169,RAD51
chr15,41022099,41022180,RAD51
chr15,41023242,41023319,RAD51
chr15,41023258,41023371,RAD51
chr15,41023365,41023466,RAD51
chr15,66727349,66727472,MAP2K1
chr15,66727455,66727570,MAP2K1
chr15,66729075,66729197,MAP2K1
chr15,66774082,66774204,MAP2K1
chr15,66782826,66782954,MAP2K1
chr15,88420095,88420221,NTRK3
chr15,88472355,88472477,NTRK3
chr15,88472444,88472570,NTRK3
chr15,88476244,88476325,NTRK3
chr15,88476279,88476404,NTRK3
chr15,88576121,88576259,NTRK3
chr15,88669532,88669656,NTRK3
chr15,88678298,88678407,NTRK3
chr15,88678583,88678698,NTRK3
chr15,88680776,88680897,NTRK3
chr15,89790841,89790913,FANCI
chr15,89790876,89790971,FANCI
chr15,89801918,89802034,FANCI
chr15,89803936,89804015,FANCI
chr15,89803983,89804082,FANCI
chr15,89804793,89804866,FANCI
chr15,89804839,89804916,FANCI
chr15,89804898,89804979,FANCI
chr15,89805034,89805129,FANCI
chr15,89806544,89806651,FANCI
chr15,89806649,89806721,FANCI
chr15,89807116,89807186,FANCI
chr15,89807134,89807265,FANCI
chr15,89807735,89807830,FANCI
chr15,89807827,89807930,FANCI
chr15,89811619,89811689,FANCI
chr15,89811641,89811760,FANCI
chr15,89811740,89811811,FANCI
chr15,89816602,89816705,FANCI
chr15,89817352,89817459,FANCI
chr15,89817419,89817538,FANCI
chr15,89817530,89817641,FANCI
chr15,89819894,89820010,FANCI
chr15,89820001,89820126,FANCI
chr15,89820077,89820157,FANCI
chr15,89821899,89821986,FANCI
chr15,89821973,89822055,FANCI
chr15,89824314,89824415,FANCI
chr15,89824412,89824535,FANCI
chr15,89824493,89824564,FANCI
chr15,89824985,89825075,FANCI
chr15,89826335,89826404,FANCI
chr15,89826374,89826497,FANCI
chr15,89828319,89828445,FANCI
chr15,89828439,89828516,FANCI
chr15,89833338,89833440,FANCI
chr15,89833440,89833560,FANCI
chr15,89834821,89834937,FANCI
chr15,89834926,89834996,FANCI
chr15,89835891,89836008,FANCI
